CID,SIB,Mean.Temp,Temp.Var,UniID,Date.hatch,Surv.4th,Date.4th,Time.4th,Mass.4th,Surv.5th,Date.5th,Time.5th,Mass.5th,Surv.pupa,Date.pupa,Time.pupa,Mass.pupa,PupateOk,Surv.eclose,Date.eclose,Time.eclose,EcloseOk,Sex,Mass.adult,Date.dead,Time.death,Stage.final,Notes
98,8,26,5,98.8.26.5,5/9,,5/15,6,12.1,,5/17,8,43.1,,5/21,12,205.5,Y,,5/28,19,Y,M,96.7,,,adult,
103,15,30,5,103.15.30.5,5/10,,5/15,5,10.5,,5/17,7,65.4,,5/20,10,185.4,Y,,5/26,16,Y,F,122.5,,,adult,
104,15,30,5,104.15.30.5,5/10,,5/15,5,12.1,,5/17,7,57.2,,5/20,10,165.4,Y,,5/27,17,Y,F,74.8,,,adult,
105,8,30,5,105.8.30.5,5/9,,5/15,6,16.4,,5/17,8,64.4,,5/20,11,198.6,Y,,5/27,18,Y,F,100.7,,,adult,
108,15,30,5,108.15.30.5,5/10,,5/15,5,9.2,,5/17,7,48.7,,5/20,10,195.3,Y,,5/26,16,Y,F,87,,,adult,spent 5/13 in 26 chamber
109,15,30,5,109.15.30.5,5/10,,5/15,5,6.7,,5/18,8,93.2,,5/21,11,190,Y,,5/27,17,Y,F,105.9,,,adult,spent 5/13 in 26 chamber
110,8,30,5,110.8.30.5,5/9,,5/15,6,17.5,,5/17,8,113.6,,5/20,11,209.1,Y,,5/26,17,N,M,171.4,,,adult,deformed adult
112,15,30,5,112.15.30.5,5/9,,5/15,6,14.8,,5/17,8,92.1,,5/20,11,207.4,Y,,5/26,17,Y,M,104.5,,,adult,spent 5/13 in 26 chamber
113,15,30,5,113.15.30.5,5/10,,5/15,5,9.2,,5/17,7,45.1,,5/20,10,162.3,Y,,5/27,17,Y,F,78.6,,,adult,spent 5/13 in 26 chamber
116,15,30,5,116.15.30.5,5/11,,5/15,4,10.8,,5/17,6,49.5,,5/20,9,175.6,Y,,5/26,15,N,M,102.7,,,adult,deformed adult
124,15,26,5,124.15.26.5,5/9,,5/16,7,15.6,,5/18,9,69.8,,5/21,12,199.57,Y,,5/28,19,Y,M,85.9,,,adult,
126,8,26,5,126.8.26.5,5/9,,5/16,7,13.7,,5/18,9,51.7,,5/22,13,232.9,Y,,5/29,20,Y,,127,,,adult,
127,8,26,5,127.8.26.5,5/11,,5/16,5,21.2,,5/18,7,92.3,,5/21,10,209.78,Y,,5/28,17,Y,M,91.7,,,adult,
130,15,26,5,130.15.26.5,5/10,,5/16,6,10.7,,5/18,8,56.7,,5/22,12,274.7,Y,,5/29,19,N,M,202.1,,,adult,deformed adult
131,15,26,5,131.15.26.5,5/10,,5/16,6,8.5,,5/18,8,37.4,,5/22,12,230.6,Y,,5/29,19,Y,F,108.5,,,adult,
133,8,26,5,133.8.26.5,5/10,,5/16,6,20.4,,5/18,8,88.7,,5/21,11,215.92,Y,,5/28,18,N,F,141.1,,,adult,deformed adult
134,15,26,5,134.15.26.5,5/9,,5/16,7,22.5,,5/18,9,108.4,,5/21,12,227.08,Y,,5/28,19,Y,M,102.5,,,adult,
135,15,26,5,135.15.26.5,5/9,,5/16,7,15.8,,5/18,9,49.3,,5/21,12,196.6,Y,,5/28,19,Y,M,82.5,,,adult,
136,8,26,5,136.8.26.5,5/9,,5/16,7,8.3,,5/18,9,37.8,,5/22,13,215.7,Y,,5/29,20,N,M,137.2,,,adult,deformed adult
137,8,26,5,137.8.26.5,5/9,,5/16,7,9.8,,5/18,9,43.9,,5/22,13,216.7,Y,,5/29,20,N,F,103.7,,,adult,deformed adult
139,3,30,5,139.3.30.5,5/11,,5/16,5,11.1,,5/18,7,58.3,,5/21,10,196.5,Y,,5/28,17,N,F,205.3,,,adult,Spent 5/13 in 26 chamber; deformed adult/didn't eclose properly
140,3,30,5,140.3.30.5,5/10,,5/16,6,14.7,,5/18,8,62.7,,5/21,11,177,Y,,5/27,17,Y,F,85.2,,,adult,Spent 5/13 in 26 chamber
142,15,30,5,142.15.30.5,5/10,,5/16,6,26.4,,5/17,7,45.8,,5/20,10,179.2,Y,,5/26,16,N,M,119.6,,,adult,Spent 5/13 in 26 chamber; deformed adult
146,8,30,5,146.8.30.5,5/11,,5/16,5,12.2,,5/18,7,64.4,,5/21,10,211.1,Y,,5/27,16,N,F,154.3,,,adult,deformed adult
152,3,26,5,152.3.26.5,5/11,,5/17,6,10,,5/19,8,50.9,,5/22,11,186.5,Y,,5/29,18,Y,M,123.3,,,adult,
157,8,26,5,157.8.26.5,5/11,,5/17,6,10.6,,5/19,8,47.9,,5/23,12,260.6,Y,,6/2,22,N,M,160.5,,,adult,deformed adult
159,15,26,5,159.15.26.5,5/10,,5/17,7,12.4,,5/19,9,47.5,,5/23,13,264.9,Y,,5/30,20,Y,F,147,,,adult,
161,15,26,5,161.15.26.5,5/10,,5/17,7,7.9,,5/19,9,34.5,,5/23,13,185.3,Y,,5/30,20,Y,F,106.9,,,adult,
180,15,30,5,180.15.30.5,5/11,,5/17,6,27.6,,5/18,7,39.3,,5/22,11,218.6,Y,,5/29,18,N,F,176.2,,,adult,deformed adult
182,M1,30,5,182.M1.30.5,5/13,,5/18,5,14.9,,5/20,7,78.1,,5/23,10,195.2,Y,,5/29,16,Y,M,92.1,,,adult,
183,M1,30,5,183.M1.30.5,5/13,,5/18,5,14.3,,5/20,7,74.2,,5/23,10,182.5,Y,,6/5,23,N,M,57.1,,,adult,deformed adult
186,15,26,5,186.15.26.5,5/9,,5/18,9,13.3,,5/21,12,29.8,,5/27,18,97.1,Y,,6/3,25,Y,M,59.8,,,adult,
188,8,26,5,188.8.26.5,5/11,,5/18,7,12.1,,5/21,10,114.1,,5/24,13,195,Y,,5/31,20,N,M,101.4,,,adult,deformed adult
222,12,30,5,222.12.30.5,5/14,,5/19,5,32.8,,5/20,6,51.8,,5/24,10,227.9,Y,,6/5,22,N,F,64.6,,,adult,deformed adult
226,M1,30,5,226.M1.30.5,5/14,,5/19,5,18.5,,5/21,7,85.8,,5/24,10,179.6,Y,,6/5,22,N,,32.5,,,adult,deformed adult
240,M1,30,5,240.M1.30.5,5/14,,5/20,6,34.6,,5/21,7,57.6,,5/24,10,160.9,Y,,5/31,17,Y,F,81,,,adult,
267,24,26,5,267.24.26.5,5/15,,5/21,6,25.9,,5/23,8,69.8,,5/27,12,213.8,Y,,6/3,19,N,M,106.4,,,adult,deformed adult
272,M1,26,5,272.M1.26.5,5/14,,5/21,7,33.1,,5/23,9,169.1,,5/25,11,198.5,Y,,6/1,18,N,F,112.5,,,adult,Missed 5th or 4th?; deformed adult
114,8,30,5,114.8.30.5,5/9,,5/15,6,9.3,,5/18,9,49.1,,,,,,,,,,,,5/22,13,5,problems molting to 5th
144,12,30,5,144.12.30.5,5/10,,5/16,6,11.4,,5/18,8,37.4,,,,,,,,,,,,5/23,13,5,
165,8,34,5,165.8.34.5,5/9,,5/17,8,15.5,,5/21,12,66,,,,,,,,,,,,5/24,15,5,
171,8,34,5,171.8.34.5,5/9,,5/17,8,11.4,,5/20,11,52.5,,,,,,,,,,,,5/27,18,5,
198,15,34,5,198.15.34.5,5/10,,5/18,8,11.4,,5/21,11,43.6,,,,,,,,,,,,5/24,14,5,
200,15,34,5,200.15.34.5,5/11,,5/18,7,11.4,,5/21,10,34,,,,,,,,,,,,5/29,18,5,
205,8,34,5,205.8.34.5,5/11,,5/18,7,10.4,,5/21,10,39.5,,,,,,,,,,,,6/2,22,5,
213,8,34,5,213.8.34.5,5/11,,5/19,8,9.6,,5/23,12,34.4,,,,,,,,,,,,5/28,17,5,
216,15,34,5,216.15.34.5,5/9,,5/19,10,10.3,,5/22,13,37.4,,,,,,,,,,,,5/28,19,5,
247,12,34,5,247.12.34.5,5/14,,5/20,6,14.6,,5/25,11,37.9,,,,,,,,,,,,5/31,17,5,
251,M1,34,5,251.M1.34.5,5/14,,5/20,6,17.3,,5/24,10,57.4,,,,,,,,,,,,6/4,21,5,
252,24,34,5,252.24.34.5,5/11,,5/20,9,4.6,,5/26,15,29.3,,,,,,,,,,,,6/5,25,5,
255,M1,34,5,255.M1.34.5,5/13,,5/20,7,14.8,,5/25,12,54,,,,,,,,,,,,5/28,15,5,
282,12,26,5,282.12.26.5,5/15,,5/22,7,19.63,,5/26,11,58.9,,,,,,,,,,,,6/3,19,5,
284,12,26,5,284.12.26.5,5/15/22,,5/22,7,27,,5/24,9,49.5,,,,,,,,,,,,5/31,16,5,
285,12,26,5,285.12.26.5,5/15/22,,5/22,7,24.7,,5/24,9,48.3,,,,,,,,,,,,6/1,17,5,
302,8,21,5,302.8.21.5,5/13,,5/22,9,12.17,,5/26,13,51.9,,,,,,,,,,,,6/2,20,5,
303,m1,21,5,303.m1.21.5,5/14/22,,5/22,8,7.9,,5/26,12,38.7,,,,,,,,,,,,6/2,19,5,
307,M1,21,5,307.M1.21.5,5/14,,5/23,9,8.3,,5/28,14,39.2,,,,,,,,,,,,6/4,21,5,
308,12,21,5,308.12.21.5,5/14,,5/23,9,9.6,,5/29,15,46.6,,,,,,,,,,,,6/18,35,5,
309,12,21,5,309.12.21.5,5/14,,5/23,9,10,,5/29,15,47.7,,,,,,,,,,,,6/21,38,5,diseased
310,M1,21,5,310.M1.21.5,5/13,,5/23,10,5.6,,5/27,14,32.7,,,,,,,,,,,,6/4,22,5,
311,M1,21,5,311.M1.21.5,5/13,,5/23,10,6.2,,5/27,14,45.1,,,,,,,,,,,,6/1,19,5,
313,M1,21,5,313.M1.21.5,5/14,,5/23,9,8.1,,5/27,13,38,,,,,,,,,,,,6/4,21,5,
314,M1,21,5,314.M1.21.5,5/15,,5/23,8,6.4,,5/28,13,39.3,,,,,,,,,,,,6/4,20,5,
318,12,21,5,318.12.21.5,5/14,,5/24,10,6.7,,5/31,17,48,,,,,,,,,,,,6/21,38,5,diseased
329,M1,21,5,329.M1.21.5,5/14,,5/25,11,9.7,,5/31,17,53.9,,,,,,,,,,,,6/18,35,5,
333,8,16,5,333.8.16.5,5/11,,5/26,15,8.5,,6/3,23,43.4,,,,,,,,,,,,6/21,41,5,
334,3,16,5,334.3.16.5,5/12,,5/26,14,10.1,,6/1,20,35.7,,,,,,,,,,,,6/12,31,5,
344,8,16,5,344.8.16.5,5/12,,5/27,15,10,,6/3,22,40.8,,,,,,,,,,,,6/12,31,5,
350,M1,16,5,350.M1.16.5,5/14,,5/28,14,6.3,,6/5,22,33.2,,,,,,,,,,,,6/17,34,5,
356,M1,16,5,356.M1.16.5,5/13,,5/28,15,9,,6/4,22,38,,,,,,,,,,,,6/14,32,5,
358,M1,16,5,358.M1.16.5,5/14,,5/28,14,8.9,,6/5,22,36.3,,,,,,,,,,,,6/17,34,5,
365,3,16,5,365.3.16.5,5/14,,5/29,15,8.1,,6/5,22,48.7,,,,,,,,,,,,6/14,31,5,
370,12,16,5,370.12.16.5,5/15,,5/31,16,9.7,,6/10,26,50.4,,,,,,,,,,,,7/5,51,5,
374,12,16,5,374.12.16.5,5/13,,5/31,18,11.1,,6/12,30,35.7,,,,,,,,,,,,6/27,45,5,
377,3,16,5,377.3.16.5,5/15,,5/31,16,12.5,,6/6,22,39.2,,,,,,,,,,,,6/17,33,5,
380,M1,16,5,380.M1.16.5,5/14,,6/1,18,7.6,,6/8,25,35.9,,,,,,,,,,,,6/23,40,5,
381,M1,16,5,381.M1.16.5,5/14,,6/1,18,9.7,,6/8,25,50.4,,,,,,,,,,,,6/21,38,5,
383,M1,16,5,383.M1.16.5,5/14,,6/2,19,9.2,,6/8,25,43.5,,,,,,,,,,,,6/20,37,5,
386,M1,16,5,386.M1.16.5,5/14,,6/5,22,7.7,,6/14,31,32.6,,,,,,,,,,,,7/4,51,5,
387,12,16,5,387.12.16.5,5/15,,6/6,22,9.5,,6/16,32,44.7,,,,,,,,,,,,7/3,49,5,
178,15,30,5,178.15.30.5,5/11,,5/17,6,9.5,,,,,,,,,,,,,,,,5/22,11,4,
207,3,34,5,207.3.34.5,5/11,,5/18,7,14.7,,,,,,,,,,,,,,,,5/25,14,4,problems molting to 5th
245,M1,34,5,245.M1.34.5,5/14,,5/20,6,6.8,,,,,,,,,,,,,,,,5/29,15,4,
246,15,34,5,246.15.34.5,5/14,,5/20,6,31.1,,,,,,,,,,,,,,,,5/24,10,4,
254,M1,34,5,254.M1.34.5,5/13,,5/20,7,12.4,,,,,,,,,,,,,,,,5/24,11,4,
261,M1,34,5,261.M1.34.5,5/14,,5/21,7,13.8,,,,,,,,,,,,,,,,6/4,21,4,
296,M1,34,5,296.M1.34.5,5/14,,5/22,8,8.09,,,,,,,,,,,,,,,,5/24,10,4,
297,m1,34,5,297.m1.34.5,5/14,,5/22,8,6.6,,,,,,,,,,,,,,,,5/25,11,4,
298,m1,34,5,298.m1.34.5,5/14,,5/22,8,7.4,,,,,,,,,,,,,,,,5/31,17,4,
299,m1,34,5,299.m1.34.5,5/14,,5/22,8,7.5,,,,,,,,,,,,,,,,5/31,17,4,
305,M1,34,5,305.M1.34.5,5/14,,5/23,9,8.8,,,,,,,,,,,,,,,,5/31,17,4,
320,M1,21,5,320.M1.21.5,5/14,,5/24,10,8.4,,,,,,,,,,,,,,,,5/25,11,4,
323,M1,34,5,323.M1.34.5,5/14,,5/24,10,7.3,,,,,,,,,,,,,,,,5/27,13,4,
362,12,21,5,362.12.21.5,5/14,,5/28,14,6.4,,,,,,,,,,,,,,,,6/21,38,4,diseased
378,M1,16,5,378.M1.16.5,5/13,,6/1,19,5.3,,,,,,,,,,,,,,,,6/7,25,4,
189,8,26,5,189.8.26.5,5/11,,,,,,,,,,,,,,,,,,,,5/18,7,3,problems molting
208,12,34,5,208.12.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/18,7,3,
294,m1,34,5,294.m1.34.5,5/14,,,,,,,,,,,,,,,,,,,,5/22,8,3,
384,M1,16,5,384.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,6/3,20,3,
388,M1,16,5,388.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,6/13,30,3,
77,15,30,5,77.15.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/14,5,2,
172,15,34,5,172.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/17,8,2,
173,15,34,5,173.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/17,8,2,
181,M1,30,5,181.M1.30.5,5/13,,,,,,,,,,,,,,,,,,,,5/17,4,2,
191,24,26,5,191.24.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/18,8,2,
202,M1,34,5,202.M1.34.5,5/14,,,,,,,,,,,,,,,,,,,,5/18,4,2,
206,3,34,5,206.3.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/18,7,2,
295,M1,34,5,295.M1.34.5,5/14,,,,,,,,,,,,,,,,,,,,5/22,8,2,
322,8,16,5,322.8.16.5,5/12,,,,,,,,,,,,,,,,,,,,5/24,12,2,
345,24,16,5,345.24.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/27,13,2,
351,M1,16,5,351.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/28,14,2,
1,15,26,5,1.15.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
2,15,26,5,2.15.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
3,12,26,5,3.12.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
4,15,26,5,4.15.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
5,15,26,5,5.15.26.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
6,8,26,5,6.8.26.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
7,8,26,5,7.8.26.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
10,15,30,5,10.15.30.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
11,15,30,5,11.15.30.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
12,8,30,5,12.8.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
13,8,30,5,13.8.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
14,8,30,5,14.8.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
15,8,30,5,15.8.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
16,12,30,5,16.12.30.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
17,12,30,5,17.12.30.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
18,15,30,5,18.15.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
19,8,21,5,19.8.21.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
20,8,21,5,20.8.21.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
21,8,34,5,21.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
22,8,34,5,22.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
23,8,34,5,23.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
24,8,34,5,24.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
25,8,34,5,25.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
26,15,34,5,26.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
27,15,34,5,27.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
28,15,34,5,28.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
29,15,34,5,29.15.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
30,8,34,5,30.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
31,8,34,5,31.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
32,8,34,5,32.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
33,8,34,5,33.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
34,15,34,5,34.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
35,15,34,5,35.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
36,15,34,5,36.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
37,15,34,5,37.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
38,15,34,5,38.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
39,25,34,5,39.25.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/12,2,1,
40,15,34,5,40.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
41,15,34,5,41.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
42,15,34,5,42.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
43,15,34,5,43.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
44,15,34,5,44.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
45,12,34,5,45.12.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
46,12,34,5,46.12.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
47,24,34,5,47.24.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
48,24,34,5,48.24.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/10,1,1,
49,24,34,5,49.24.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
50,M1,34,5,50.M1.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
51,M1,34,5,51.M1.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/11,1,1,
52,15,34,5,52.15.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
53,15,34,5,53.15.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
54,3,34,5,54.3.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
55,8,34,5,55.8.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
56,8,34,5,56.8.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
57,8,34,5,57.8.34.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
58,3,26,5,58.3.26.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
59,15,30,5,59.15.30.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
60,3,30,5,60.3.30.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
62,8,30,5,62.8.30.5,5/11,,,,,,,,,,,,,,,,,,,,5/12,1,1,
63,8,26,5,63.8.26.5,5/9,,,,,,,,,,,,,,,,,,,,5/12,3,1,
64,8,30,5,64.8.30.5,5/9,,,,,,,,,,,,,,,,,,,,5/11,2,1,
65,15,34,5,65.15.34.5,5/10,,,,,,,,,,,,,,,,,,,,5/12,2,1,
66,8,34,5,66.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/11,2,1,
67,8,34,5,67.8.34.5,5/9,,,,,,,,,,,,,,,,,,,,5/11,2,1,
68,3,21,5,68.3.21.5,5/12,,,,,,,,,,,,,,,,,,,,5/13,1,1,
69,15,21,5,69.15.21.5,5/11,,,,,,,,,,,,,,,,,,,,5/13,2,1,
80,M1,16,5,80.M1.16.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
81,M1,21,5,81.M1.21.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
82,8,21,5,82.8.21.5,5/9,,,,,,,,,,,,,,,,,,,,5/14,5,1,
83,15,21,5,83.15.21.5,5/11,,,,,,,,,,,,,,,,,,,,5/14,3,1,
84,M1,34,5,84.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
85,M1,34,5,85.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
86,24,34,5,86.24.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
87,24,34,5,87.24.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/14,1,1,
91,M1,26,5,91.M1.26.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
99,M1,30,5,99.M1.30.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
106,12,30,5,106.12.30.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
107,12,30,5,107.12.30.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
117,24,34,5,117.24.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/15,2,1,
118,3,34,5,118.3.34.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
119,3,16,5,119.3.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
120,3,16,5,120.3.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
121,M1,16,5,121.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
122,12,16,5,122.12.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/15,1,1,
123,15,16,5,123.15.16.5,5/11,,,,,,,,,,,,,,,,,,,,5/15,4,1,
148,3,16,5,148.3.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/16,2,1,
149,M1,16,5,149.M1.16.5,5/13,,,,,,,,,,,,,,,,,,,,5/16,3,1,
150,3,16,5,150.3.16.5,5/15,,,,,,,,,,,,,,,,,,,,5/16,1,1,
151,12,16,5,151.12.16.5,5/15,,,,,,,,,,,,,,,,,,,,5/16,1,1,
158,M1,26,5,158.M1.26.5,5/14,,,,,,,,,,,,,,,,,,,,5/17,3,1,
162,M1,16,5,162.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/17,3,1,
163,M1,16,5,163.M1.16.5,5/14,,,,,,,,,,,,,,,,,,,,5/17,3,1,
168,M1,34,5,168.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/17,4,1,
169,M1,34,5,169.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/17,4,1,
170,M1,34,5,170.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/17,4,1,
175,3,21,5,175.3.21.5,5/15,,,,,,,,,,,,,,,,,,,,5/17,2,1,
177,M1,30,5,177.M1.30.5,5/14,,,,,,,,,,,,,,,,,,,,5/17,3,1,
192,M1,21,5,192.M1.21.5,5/14,,,,,,,,,,,,,,,,,,,,5/18,4,1,
197,M1,21,5,197.M1.21.5,5/13,,,,,,,,,,,,,,,,,,,,5/18,5,1,
203,M1,34,5,203.M1.34.5,5/14,,,,,,,,,,,,,,,,,,,,5/18,4,1,
209,3,16,5,209.3.16.5,5/15,,,,,,,,,,,,,,,,,,,,5/18,3,1,
215,M1,34,5,215.M1.34.5,5/13,,,,,,,,,,,,,,,,,,,,5/19,6,1,
233,15,16,5,233.15.16.5,5/12,,,,,,,,,,,,,,,,,,,,5/19,7,1,
279,15,16,5,279.15.16.5,5/12,,,,,,,,,,,,,,,,,,,,5/21,9,1,
291,24,26,5,291.24.26.5,5/15,,,,,,,,,,,,,,,,,,,,5/22,7,1,
292,15,26,5,292.15.26.5,5/9,,,,,,,,,,,,,,,,,,,,5/22,13,1,
143,15,30,5,143.15.30.5,5/10,,5/16,6,10.1,,5/18,8,60.1,,5/21,11,184.1,Y,,5/28,18,Y,F,85.7,,,,Spent 5/13 in 26 chamber
147,15,30,5,147.15.30.5,5/10,,5/16,6,21.3,,5/17,7,36.8,,5/21,11,203.6,Y,,5/28,18,Y,F,90.4,,,,Spent 5/13 in 26 chamber
179,15,30,5,179.15.30.5,5/11,,5/17,6,26.4,,5/18,7,27.9,,5/22,11,168.6,Y,,5/28,17,Y,M,79.2,,,,